Date,Open,High,Low,Close,Adj Close,Volume,Weekday,OP/CL,Missed Weekday,Missed date
29/02/2016,31.610001,32.02,31.34,31.360001,31.034294,8083600,Monday,OP,,
01/03/2016,31.440001,32.75,31.389999,32.75,32.409859,8717500,Tuesday,,,
02/03/2016,32.57,33.060001,32.509998,32.939999,32.597889,5845300,Wednesday,,,
03/03/2016,32.900002,33.040001,32.209999,32.650002,32.310902,7544400,Thursday,,,
04/03/2016,32.900002,32.93,32.299999,32.549999,32.211937,4382600,Friday,CL,,
07/03/2016,32.369999,32.59,31.92,32.34,32.00412,5999200,Monday,OP,,
08/03/2016,32.009998,32.200001,31.65,31.75,31.420246,6873500,Tuesday,,,
09/03/2016,32.029999,32.080002,31.32,31.73,31.40045,5569700,Wednesday,,,
10/03/2016,31.92,32.099998,31.040001,31.68,31.350969,7135600,Thursday,,,
11/03/2016,32.150002,32.23,31.77,32.220001,31.885368,6935000,Friday,CL,,
14/03/2016,32.07,32.43,31.92,32.299999,31.964533,4757800,Monday,OP,,
15/03/2016,32.130001,32.34,31.57,32.139999,31.806192,5655400,Tuesday,,,
16/03/2016,31.9,33.209999,31.75,33.099998,32.756218,9091100,Wednesday,,,
17/03/2016,32.98,33.139999,32.369999,32.82,32.47913,8842000,Thursday,,,
18/03/2016,33.209999,34.25,33,33.810001,33.458858,13637800,Friday,CL,,
21/03/2016,33.509998,33.919998,33.150002,33.91,33.557812,8444500,Monday,OP,,
22/03/2016,33.799999,34.09,33.43,33.849998,33.498432,6050300,Tuesday,,,
23/03/2016,34,34.68,33.849998,34.43,34.072414,10725200,Wednesday,,,
24/03/2016,34.119999,34.540001,34.009998,34.48,34.121891,6123900,Thursday,CL,Friday,25/03/2016
28/03/2016,34.419998,34.98,34.380001,34.830002,34.468254,6634700,Monday,OP,,
29/03/2016,34.68,35.470001,34.599998,35.389999,35.022438,6543400,Tuesday,,,
30/03/2016,35.52,36.25,35.5,35.759998,35.388596,9417500,Wednesday,,,
31/03/2016,35.919998,36,35.349998,35.630001,35.259945,9497100,Thursday,,,
01/04/2016,35.41,36.169998,35.139999,36.150002,35.774548,8707300,Friday,CL,,
04/04/2016,36.450001,36.639999,35.66,35.799999,35.428177,9848500,Monday,OP,,
05/04/2016,35.48,36.080002,35.34,35.75,35.378696,8489200,Tuesday,,,
06/04/2016,35.299999,35.82,34.630001,35.799999,35.428177,11321200,Wednesday,,,
07/04/2016,35.57,35.889999,35.279999,35.43,35.062031,9452600,Thursday,,,
08/04/2016,35.720001,35.950001,35.310001,35.66,35.289635,6398400,Friday,CL,,
