Date,Open,High,Low,Close,Adj Close,Volume,Weekday,OP/CL,Missed Weekday,Missed date
02/01/2015,312.579987,314.75,306.959991,308.519989,308.519989,2783200,Friday,CL,,
05/01/2015,307.01001,308.380005,300.850006,302.190002,302.190002,2774200,Monday,OP,,
06/01/2015,302.23999,303,292.380005,295.290009,295.290009,3519000,Tuesday,,,
07/01/2015,297.5,301.279999,295.329987,298.420013,298.420013,2640300,Wednesday,,,
08/01/2015,300.320007,303.140015,296.109985,300.459991,300.459991,3088400,Thursday,,,
09/01/2015,301.480011,302.869995,296.679993,296.929993,296.929993,2589500,Friday,CL,,
12/01/2015,297.559998,298.51001,289.279999,291.410004,291.410004,3421400,Monday,OP,,
13/01/2015,297.480011,301.5,293.230011,294.73999,294.73999,4130900,Tuesday,,,
14/01/2015,291.929993,295.910004,286.5,293.269989,293.269989,5538700,Wednesday,,,
15/01/2015,294,296,286.820007,286.950012,286.950012,4419200,Thursday,,,
16/01/2015,286.279999,290.790009,285.25,290.73999,290.73999,3478200,Friday,CL,,
20/01/2015,292.589996,293.359985,286.390015,289.440002,289.440002,3062500,Tuesday,OP,Monday,19/01/2015
21/01/2015,289.640015,306,287.26001,297.25,297.25,10065100,Wednesday,,,
22/01/2015,300,312.25,300,310.320007,310.320007,5362600,Thursday,,,
23/01/2015,308.079987,316.929993,307.720001,312.390015,312.390015,4467100,Friday,CL,,
26/01/2015,311.820007,313,307.519989,309.660004,309.660004,3169700,Monday,OP,,
27/01/2015,306.299988,310.23999,302.630005,306.75,306.75,2920300,Tuesday,,,
28/01/2015,309.809998,311.51001,303.799988,303.910004,303.910004,3063800,Wednesday,,,
29/01/2015,304.730011,312.799988,299.329987,311.779999,311.779999,8656600,Thursday,,,
30/01/2015,346.320007,359.5,340.73999,354.529999,354.529999,23856100,Friday,CL,,
02/02/2015,350.049988,365,350.01001,364.470001,364.470001,10231900,Monday,OP,,
03/02/2015,360.290009,367.820007,360.209991,363.549988,363.549988,6204100,Tuesday,,,
04/02/2015,358.380005,367.5,358.230011,364.75,364.75,4169900,Wednesday,,,
05/02/2015,366,378.799988,365.899994,373.890015,373.890015,7247600,Thursday,,,
06/02/2015,374.869995,375.98999,371.01001,374.279999,374.279999,3871300,Friday,CL,,
09/02/2015,371,374.410004,367.200012,370.559998,370.559998,2724600,Monday,OP,,
10/02/2015,371.190002,374.299988,368.51001,373,373,2287200,Tuesday,,,
11/02/2015,371.230011,377.100006,371.100006,375.140015,375.140015,2786500,Wednesday,,,
12/02/2015,375.100006,378.51001,373.149994,377.170013,377.170013,2791100,Thursday,,,
13/02/2015,378.410004,383,377.01001,381.829987,381.829987,3475100,Friday,CL,,
17/02/2015,377.720001,379.98999,372.670013,375.429993,375.429993,3673200,Tuesday,OP,Monday,16/02/2015
18/02/2015,373.779999,376.73999,372.850006,373.369995,373.369995,2523500,Wednesday,,,
19/02/2015,373.48999,381.880005,373.429993,379,379,2953800,Thursday,,,
20/02/2015,378.619995,383.700012,375.839996,383.660004,383.660004,3258000,Friday,CL,,
23/02/2015,383.440002,384.540009,378,380.140015,380.140015,2177000,Monday,OP,,
24/02/2015,378.649994,380.480011,376.160004,378.589996,378.589996,1920800,Tuesday,,,
25/02/2015,377.269989,387.850006,376.540009,385.369995,385.369995,3174500,Wednesday,,,
26/02/2015,384.070007,389.369995,383.279999,384.799988,384.799988,2687100,Thursday,,,
